* Barcode = SLB96
* Block Type = OpenArray Block
* Chemistry = TAQMAN
* Comment = NA
* Date Created = 05-19-2015 15:23:02 CEST
* Experiment File Name = \\rbamsfp281\Dept_PRB\_Org\Virology iPS\Lucy\Experiments\TaqMan Open Array\2015-05-18 OA David's genes - 2\SLB96_2015_05_18_Davids genes.eds
* Experiment Name = SLB96
* Experiment Run End Time = 05-18-2015 17:56:18 CEST
* Experiment Type = Gene Expression
* Instrument Name = 285880792
* Instrument Serial Number = 285880792
* Instrument Type = QuantStudio 12K Flex
* Passive Reference = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 3
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	Ct	Ct Mean	Ct SD	Amp Score	Cq Conf	CRTAMPLITUDE	HIGHSD	CRTNOISE	ROX Signal
668	A11d4	false	NTC	Hs02560787_s1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.528	0.000	Y	N	Y	4,270.912
669	A11d5	false	NTC	Hs00195591_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,045.853
670	A11d6	false	NTC	Hs00950344_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,171.029
671	A11d7	false	NTC	Hs00609799_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.086	0.000	Y	N	Y	4,082.323
672	A11d8	false	NTC	Hs01026189_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.313	0.000	Y	N	Y	4,069.412
673	A11e1	false	NTC	Hs04188837_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,373.088
674	A11e2	false	NTC	Hs00248075_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.444	0.000	Y	N	Y	4,199.765
675	A11e3	false	NTC	Hs00358796_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	3,856.618
676	A11e4	false	NTC	Hs00173927_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,393.765
677	A11e5	false	NTC	Hs00171132_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,372.824
678	A11e6	false	NTC	Hs00231069_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.382	0.000	Y	N	Y	4,208.676
679	A11e7	false	NTC	Hs00232783_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,270.176
680	A11e8	false	NTC	Hs00207691_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.294	0.000	Y	N	Y	4,261.353
681	A11f1	false	NTC	Hs00985639_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.404	0.000	Y	N	Y	4,106.265
682	A11f2	false	NTC	Hs00174092_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,223.853
683	A11f3	false	NTC	Hs00895608_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,267.088
684	A11f4	false	NTC	Hs01911452_s1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,522.324
685	A11f5	false	NTC	Hs01921425_s1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,091.088
686	A11f6	false	NTC	Hs00942643_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,526.147
687	A11f7	false	NTC	Hs04194779_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,025.941
688	A11f8	false	NTC	Hs00952741_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,092.294
689	A11g1	false	NTC					Undetermined					N	N	N	
690	A11g2	false	NTC					Undetermined					N	N	N	
691	A11g3	false	NTC	Hs00932747_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,186.059
692	A11g4	false	NTC	Hs01551078_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,575.353
693	A11g5	false	NTC	Hs00152939_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	3,893.618
694	A11g6	false	NTC	Hs00152972_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,274.412
695	A11g7	false	NTC					Undetermined					N	N	N	
696	A11g8	false	NTC					Undetermined					N	N	N	
697	A11h1	false	NTC					Undetermined					N	N	N	
698	A11h2	false	NTC					Undetermined					N	N	N	
699	A11h3	false	NTC	Hs00355049_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.692	0.000	Y	N	Y	4,123.353
700	A11h4	false	NTC	Hs00182031_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.288	0.000	Y	N	Y	4,145.824
701	A11h5	false	NTC	Hs01547250_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,524.235
702	A11h6	false	NTC	Hs00609296_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.524	0.000	Y	N	Y	4,008.735
703	A11h7	false	NTC					Undetermined					N	N	N	
704	A11h8	false	NTC					Undetermined					N	N	N	
705	A12a1	false	NTC	Hs00608480_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.673	0.000	Y	N	Y	3,957.677
706	A12a2	false	NTC	Hs00973654_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,414.529
707	A12a3	false	NTC	Hs00427552_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,008.677
708	A12a4	false	NTC	Hs00198409_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.461	0.000	Y	N	Y	4,198.559
709	A12a5	false	NTC	Hs00202073_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	3,797.971
710	A12a6	false	NTC	Hs00157976_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,001.323
711	A12a7	false	NTC	Hs00154808_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	3,921.412
712	A12a8	false	NTC	Hs00378551_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.492	0.000	Y	N	Y	4,331.353
713	A12b1	false	NTC	Hs00985427_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,204.765
714	A12b2	false	NTC	Hs00173490_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,649.265
715	A12b3	false	NTC	Hs00198527_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,171.412
716	A12b4	false	NTC	Hs00542792_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,342.118
717	A12b5	false	NTC	Hs01566156_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,336.500
718	A12b6	false	NTC	Hs00173526_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,890.647
719	A12b7	false	NTC	Hs02621496_s1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.667	0.000	Y	N	Y	4,587.176
720	A12b8	false	NTC	Hs00416923_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,136.706
721	A12c1	false	NTC	Hs00992319_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,634.088
722	A12c2	false	NTC	Hs02383413_s1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.550	0.000	Y	N	Y	4,739.559
723	A12c3	false	NTC	Hs00212963_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.568	0.000	Y	N	Y	4,570.412
724	A12c4	false	NTC	Hs00275607_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,591.735
725	A12c5	false	NTC	Hs00156197_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,580.000
726	A12c6	false	NTC	Hs00219089_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,015.971
727	A12c7	false	NTC	Hs00426592_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,056.147
728	A12c8	false	NTC	Hs00608677_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	3,977.735
729	A12d1	false	NTC	Hs01573837_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,417.118
730	A12d2	false	NTC	Hs00152928_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,798.471
731	A12d3	false	NTC	Hs00914120_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,156.941
732	A12d4	false	NTC	Hs00171584_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.565	0.000	Y	N	Y	4,185.588
733	A12d5	false	NTC	Hs00946916_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,315.147
734	A12d6	false	NTC	Hs01067777_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.421	0.000	Y	N	Y	4,499.559
735	A12d7	false	NTC	Hs00983323_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,357.029
736	A12d8	false	NTC	Hs00185873_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	3,937.177
737	A12e1	false	NTC	Hs00909569_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,300.500
738	A12e2	false	NTC	Hs00606086_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,378.735
739	A12e3	false	NTC	Hs00179843_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,527.235
740	A12e4	false	NTC	Hs01110766_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.435	0.000	Y	N	Y	4,219.471
741	A12e5	false	NTC	Hs01119974_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,410.471
742	A12e6	false	NTC	Hs01090242_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,325.059
743	A12e7	false	NTC	Hs00174717_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,328.647
744	A12e8	false	NTC	Hs00272345_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,128.029
745	A12f1	false	NTC	Hs00902543_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.366	0.000	Y	N	Y	4,263.471
746	A12f2	false	NTC	Hs01035168_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.461	0.000	Y	N	Y	4,264.618
747	A12f3	false	NTC	Hs00175407_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,446.971
748	A12f4	false	NTC	Hs04187831_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,203.059
749	A12f5	false	NTC	Hs00354985_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.518	0.000	Y	N	Y	4,371.618
750	A12f6	false	NTC	Hs01062014_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,322.559
751	A12f7	false	NTC	Hs01050702_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.516	0.000	Y	N	Y	4,383.824
752	A12f8	false	NTC	Hs01063858_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	3,724.412
753	A12g1	false	NTC					Undetermined					N	N	N	
754	A12g2	false	NTC					Undetermined					N	N	N	
755	A12g3	false	NTC	Hs01086177_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,404.559
756	A12g4	false	NTC	Hs04234730_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.365	0.000	Y	N	Y	4,616.618
757	A12g5	false	NTC	Hs00183740_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,655.618
758	A12g6	false	NTC	Hs01070032_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.747	0.000	Y	N	Y	4,278.382
759	A12g7	false	NTC					Undetermined					N	N	N	
760	A12g8	false	NTC					Undetermined					N	N	N	
761	A12h1	false	NTC					Undetermined					N	N	N	
762	A12h2	false	NTC					Undetermined					N	N	N	
763	A12h3	false	NTC	Hs02800695_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.599	0.000	Y	N	Y	4,472.324
764	A12h4	false	NTC	Hs00426889_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,417.647
765	A12h5	false	NTC	Hs02758991_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,278.941
766	A12h6	false	NTC	Hs00194538_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,390.735
767	A12h7	false	NTC					Undetermined					N	N	N	
768	A12h8	false	NTC					Undetermined					N	N	N	
769	B1a1	false	Sample7	Hs00559368_m1	UNKNOWN	FAM	NFQ-MGB	20.480	20.461	0.027	1.416	0.959	N	N	N	4,693.588
770	B1a2	false	Sample7	Hs02576168_g1	UNKNOWN	FAM	NFQ-MGB	23.712	23.743	0.044	1.515	0.972	N	N	N	4,673.059
771	B1a3	false	Sample7	Hs01059246_m1	UNKNOWN	FAM	NFQ-MGB	24.146	24.099	0.067	1.497	0.972	N	N	N	4,784.206
772	B1a4	false	Sample7	Hs00199368_m1	UNKNOWN	FAM	NFQ-MGB	25.569	25.692	0.175	1.522	0.978	N	N	N	4,683.824
773	B1a5	false	Sample7	Hs00187779_m1	UNKNOWN	FAM	NFQ-MGB	25.686	25.621	0.092	1.491	0.964	N	N	N	4,548.294
774	B1a6	false	Sample7	Hs02383390_s1	UNKNOWN	FAM	NFQ-MGB	20.731	20.777	0.065	1.469	0.971	N	N	N	4,373.206
775	B1a7	false	Sample7	Hs00366258_m1	UNKNOWN	FAM	NFQ-MGB	23.288	23.149	0.197	1.597	0.981	N	N	N	5,039.206
776	B1a8	false	Sample7	Hs00957901_g1	UNKNOWN	FAM	NFQ-MGB	21.874	21.943	0.098	1.606	0.984	N	N	N	4,777.941
777	B1b1	false	Sample7	Hs00227775_m1	UNKNOWN	FAM	NFQ-MGB	27.640	27.523	0.165	1.477	0.983	N	N	N	4,429.794
778	B1b2	false	Sample7	Hs00161820_m1	UNKNOWN	FAM	NFQ-MGB	24.342	24.362	0.029	1.419	0.958	N	N	N	4,594.765
779	B1b3	false	Sample7	Hs01040204_m1	UNKNOWN	FAM	NFQ-MGB	26.751	26.746	0.007	1.489	0.962	N	N	N	4,481.971
780	B1b4	false	Sample7	Hs00901571_m1	UNKNOWN	FAM	NFQ-MGB	23.775	23.722	0.074	1.533	0.968	N	N	N	4,435.088
781	B1b5	false	Sample7	Hs00988304_m1	UNKNOWN	FAM	NFQ-MGB	23.787	23.925	0.196	1.580	0.972	N	N	N	4,892.294
782	B1b6	false	Sample7	Hs00240827_m1	UNKNOWN	FAM	NFQ-MGB	23.481	23.534	0.075	1.535	0.969	N	N	N	4,691.412
783	B1b7	false	Sample7	Hs01587865_g1	UNKNOWN	FAM	NFQ-MGB	25.385	25.125	0.367	1.484	0.972	N	N	N	4,652.235
784	B1b8	false	Sample7	Hs00201836_m1	UNKNOWN	FAM	NFQ-MGB	20.989	20.967	0.032	1.565	0.979	N	N	N	4,647.324
785	B1c1	false	Sample7	Hs00174944_m1	UNKNOWN	FAM	NFQ-MGB	25.756	25.750	0.008	1.511	0.967	N	N	N	4,920.412
786	B1c2	false	Sample7	Hs00559542_m1	UNKNOWN	FAM	NFQ-MGB	21.225	21.522	0.420	1.405	0.981	N	N	N	4,563.059
787	B1c3	false	Sample7	Hs00213002_m1	UNKNOWN	FAM	NFQ-MGB	24.809	24.617	0.272	1.431	0.972	N	N	N	4,681.441
788	B1c4	false	Sample7	Hs00743423_s1	UNKNOWN	FAM	NFQ-MGB	20.943	20.757	0.263	1.621	0.970	N	N	N	4,537.912
789	B1c5	false	Sample7	Hs01056398_m1	UNKNOWN	FAM	NFQ-MGB	23.475	23.458	0.024	1.492	0.973	N	N	N	5,158.735
790	B1c6	false	Sample7	Hs00430452_m1	UNKNOWN	FAM	NFQ-MGB	25.700	25.746	0.065	1.547	0.987	N	N	N	4,709.529
791	B1c7	false	Sample7	Hs00705164_s1	UNKNOWN	FAM	NFQ-MGB	30.543	29.704	1.187	1.599	0.974	N	Y	N	5,137.000
792	B1c8	false	Sample7	Hs01120670_m1	UNKNOWN	FAM	NFQ-MGB	20.810	20.880	0.099	1.513	0.985	N	N	N	4,790.029
793	B1d1	false	Sample7	Hs02330328_s1	UNKNOWN	FAM	NFQ-MGB	28.584	28.285	0.423	1.582	0.971	N	N	N	4,829.353
794	B1d2	false	Sample7	Hs00261432_m1	UNKNOWN	FAM	NFQ-MGB	25.982	25.977	0.008	1.456	0.975	N	N	N	4,735.588
795	B1d3	false	Sample7	Hs00275575_m1	UNKNOWN	FAM	NFQ-MGB	21.827	21.892	0.092	1.526	0.973	N	N	N	4,783.294
796	B1d4	false	Sample7	Hs01560445_m1	UNKNOWN	FAM	NFQ-MGB	20.771	20.809	0.054	1.562	0.970	N	N	N	4,568.059
797	B1d5	false	Sample7	Hs00356233_m1	UNKNOWN	FAM	NFQ-MGB	24.648	24.806	0.223	1.553	0.981	N	N	N	5,232.912
798	B1d6	false	Sample7	Hs01031951_m1	UNKNOWN	FAM	NFQ-MGB	23.462	23.545	0.117	1.547	0.964	N	N	N	4,835.706
799	B1d7	false	Sample7	Hs00275889_m1	UNKNOWN	FAM	NFQ-MGB	24.390	24.426	0.051	1.589	0.984	N	N	N	4,942.324
800	B1d8	false	Sample7	Hs01014809_g1	UNKNOWN	FAM	NFQ-MGB	24.208	24.230	0.030	1.562	0.978	N	N	N	4,714.353
801	B1e1	false	Sample7	Hs00165106_m1	UNKNOWN	FAM	NFQ-MGB	22.813	22.758	0.077	1.538	0.981	N	N	N	5,005.265
802	B1e2	false	Sample7	Hs00169233_m1	UNKNOWN	FAM	NFQ-MGB	25.725	26.133	0.576	1.672	0.986	N	Y	N	5,054.824
803	B1e3	false	Sample7	Hs01020387_m1	UNKNOWN	FAM	NFQ-MGB	26.513	26.372	0.201	1.577	0.986	N	N	N	5,222.088
804	B1e4	false	Sample7	Hs00608023_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.437	0.000	Y	N	Y	5,053.088
805	B1e5	false	Sample7	Hs04183483_g1	UNKNOWN	FAM	NFQ-MGB	26.105	25.909	0.277	1.540	0.980	N	N	N	5,384.676
806	B1e6	false	Sample7	Hs00367082_g1	UNKNOWN	FAM	NFQ-MGB	29.713	30.309	0.842	1.449	0.970	N	Y	N	5,177.059
807	B1e7	false	Sample7	Hs00242302_m1	UNKNOWN	FAM	NFQ-MGB	25.656	25.722	0.093	1.429	0.977	N	N	N	5,230.559
808	B1e8	false	Sample7	Hs00169255_m1	UNKNOWN	FAM	NFQ-MGB	22.655	22.741	0.122	1.614	0.979	N	N	N	5,118.088
809	B1f1	false	Sample7	Hs01054797_g1	UNKNOWN	FAM	NFQ-MGB	26.238	26.403	0.233	1.516	0.974	N	N	N	5,158.824
810	B1f2	false	Sample7	Hs00222966_m1	UNKNOWN	FAM	NFQ-MGB	30.258	29.929	0.465	1.631	0.973	N	N	N	4,664.529
811	B1f3	false	Sample7	Hs00355671_g1	UNKNOWN	FAM	NFQ-MGB	22.115	22.177	0.088	1.529	0.973	N	N	N	4,986.029
812	B1f4	false	Sample7	Hs01113624_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,960.824
813	B1f5	false	Sample7	Hs00417120_m1	UNKNOWN	FAM	NFQ-MGB	31.201	30.566	0.898	1.616	0.979	N	Y	N	5,024.353
814	B1f6	false	Sample7	Hs00271599_m1	UNKNOWN	FAM	NFQ-MGB	25.972	26.243	0.383	1.559	0.982	N	N	N	4,720.647
815	B1f7	false	Sample7	Hs00171147_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,096.471
816	B1f8	false	Sample7	Hs04194512_g1	UNKNOWN	FAM	NFQ-MGB	26.048	26.312	0.372	1.642	0.965	N	N	N	5,178.971
817	B1g1	false	Sample7					Undetermined					N	N	N	
818	B1g2	false	Sample7					Undetermined					N	N	N	
819	B1g3	false	Sample7	Hs01066930_m1	UNKNOWN	FAM	NFQ-MGB	26.733	26.525	0.293	1.613	0.984	N	N	N	5,128.000
820	B1g4	false	Sample7	Hs00153294_m1	UNKNOWN	FAM	NFQ-MGB	25.753	25.656	0.137	1.408	0.973	N	N	N	5,196.088
821	B1g5	false	Sample7	Hs00155026_m1	UNKNOWN	FAM	NFQ-MGB	20.493	20.530	0.052	1.506	0.978	N	N	N	4,962.471
822	B1g6	false	Sample7	Hs01026927_g1	UNKNOWN	FAM	NFQ-MGB	24.317	24.467	0.212	1.585	0.984	N	N	N	4,986.794
823	B1g7	false	Sample7					Undetermined					N	N	N	
824	B1g8	false	Sample7					Undetermined					N	N	N	
825	B1h1	false	Sample7					Undetermined					N	N	N	
826	B1h2	false	Sample7					Undetermined					N	N	N	
827	B1h3	false	Sample7	Hs00171432_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,892.676
828	B1h4	false	Sample7	Hs00361432_s1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,151.265
829	B1h5	false	Sample7	Hs00201853_m1	UNKNOWN	FAM	NFQ-MGB	27.009	28.483	2.084	1.584	0.980	N	Y	N	5,026.882
830	B1h6	false	Sample7	Hs00169366_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined	29.538		0.000	0.000	Y	N	Y	5,051.882
831	B1h7	false	Sample7					Undetermined					N	N	N	
832	B1h8	false	Sample7					Undetermined					N	N	N	
833	B2a1	false	Sample7	Hs02383872_s1	UNKNOWN	FAM	NFQ-MGB	20.181	20.221	0.057	1.543	0.965	N	N	N	4,520.441
834	B2a2	false	Sample7	Hs00426275_m1	UNKNOWN	FAM	NFQ-MGB	21.815	21.820	0.006	1.488	0.965	N	N	N	4,514.206
835	B2a3	false	Sample7	Hs04187470_m1	UNKNOWN	FAM	NFQ-MGB	24.780	24.777	0.004	1.512	0.983	N	N	N	4,404.765
836	B2a4	false	Sample7	Hs01013996_m1	UNKNOWN	FAM	NFQ-MGB	24.694	24.696	0.003	1.553	0.973	N	N	N	4,560.853
837	B2a5	false	Sample7	Hs00426608_m1	UNKNOWN	FAM	NFQ-MGB	25.703	25.740	0.053	1.477	0.974	N	N	N	4,552.294
838	B2a6	false	Sample7	Hs01551887_m1	UNKNOWN	FAM	NFQ-MGB	18.228	18.272	0.062	1.508	0.951	N	N	N	4,428.941
839	B2a7	false	Sample7	Hs00230385_m1	UNKNOWN	FAM	NFQ-MGB	25.381	24.989	0.555	1.379	0.967	N	Y	N	4,330.971
840	B2a8	false	Sample7	Hs00230189_m1	UNKNOWN	FAM	NFQ-MGB	25.244	25.239	0.008	1.509	0.972	N	N	N	4,589.588
841	B2b1	false	Sample7	Hs00380895_m1	UNKNOWN	FAM	NFQ-MGB	24.211	24.449	0.337	1.536	0.984	N	N	N	4,569.618
842	B2b2	false	Sample7	Hs01114267_m1	UNKNOWN	FAM	NFQ-MGB	26.928	26.518	0.581	1.552	0.976	N	Y	N	4,577.618
843	B2b3	false	Sample7	Hs00157347_m1	UNKNOWN	FAM	NFQ-MGB	23.742	23.717	0.035	1.540	0.974	N	N	N	4,264.235
844	B2b4	false	Sample7	Hs01586213_m1	UNKNOWN	FAM	NFQ-MGB	20.622	20.528	0.132	1.630	0.977	N	N	N	4,406.471
845	B2b5	false	Sample7	Hs00241027_m1	UNKNOWN	FAM	NFQ-MGB	18.877	18.855	0.031	1.582	0.972	N	N	N	4,378.794
846	B2b6	false	Sample7	Hs01100039_m1	UNKNOWN	FAM	NFQ-MGB	25.596	25.625	0.042	1.522	0.976	N	N	N	4,498.471
847	B2b7	false	Sample7	Hs00930058_m1	UNKNOWN	FAM	NFQ-MGB	27.356	27.245	0.157	1.522	0.978	N	N	N	4,150.441
848	B2b8	false	Sample7	Hs00978358_g1	UNKNOWN	FAM	NFQ-MGB	21.647	21.396	0.354	1.483	0.977	N	N	N	4,492.235
849	B2c1	false	Sample7	Hs02569702_s1	UNKNOWN	FAM	NFQ-MGB	21.815	22.149	0.472	1.133	0.667	N	N	N	4,519.882
850	B2c2	false	Sample7	Hs01119078_mH	UNKNOWN	FAM	NFQ-MGB	29.530	28.854	0.956	1.585	0.980	N	Y	N	4,532.706
851	B2c3	false	Sample7	Hs00604506_m1	UNKNOWN	FAM	NFQ-MGB	19.867	19.858	0.014	1.534	0.962	N	N	N	4,413.735
852	B2c4	false	Sample7	Hs00161204_m1	UNKNOWN	FAM	NFQ-MGB	28.939	29.345	0.575	1.546	0.974	N	Y	N	4,702.647
853	B2c5	false	Sample7	Hs00166821_m1	UNKNOWN	FAM	NFQ-MGB	23.623	23.575	0.068	1.423	0.974	N	N	N	4,554.235
854	B2c6	false	Sample7	Hs04195026_sH	UNKNOWN	FAM	NFQ-MGB	21.795	21.677	0.167	1.530	0.981	N	N	N	4,595.412
855	B2c7	false	Sample7	Hs00426361_m1	UNKNOWN	FAM	NFQ-MGB	28.761	28.809	0.068	1.509	0.978	N	N	N	4,703.059
856	B2c8	false	Sample7	Hs00426380_m1	UNKNOWN	FAM	NFQ-MGB	27.525	27.521	0.006	1.576	0.977	N	N	N	4,490.500
857	B2d1	false	Sample7	Hs04183452_g1	UNKNOWN	FAM	NFQ-MGB	25.531	25.251	0.397	1.525	0.979	N	N	N	4,545.471
858	B2d2	false	Sample7	Hs00157048_m1	UNKNOWN	FAM	NFQ-MGB	24.696	24.738	0.060	1.512	0.972	N	N	N	4,710.353
859	B2d3	false	Sample7	Hs00747232_mH	UNKNOWN	FAM	NFQ-MGB	22.722	22.763	0.057	1.600	0.982	N	N	N	4,687.382
860	B2d4	false	Sample7	Hs02560787_s1	UNKNOWN	FAM	NFQ-MGB	21.841	21.971	0.184	1.562	0.976	N	N	N	4,376.824
861	B2d5	false	Sample7	Hs00195591_m1	UNKNOWN	FAM	NFQ-MGB	32.620	32.694	0.104	1.474	0.956	N	N	N	4,610.029
862	B2d6	false	Sample7	Hs00950344_m1	UNKNOWN	FAM	NFQ-MGB	28.792	28.528	0.373	1.619	0.987	N	N	N	4,527.794
863	B2d7	false	Sample7	Hs00609799_m1	UNKNOWN	FAM	NFQ-MGB	23.791	23.971	0.255	1.615	0.987	N	N	N	4,602.676
864	B2d8	false	Sample7	Hs01026189_g1	UNKNOWN	FAM	NFQ-MGB	26.267	25.991	0.391	1.575	0.980	N	N	N	4,662.912
